label,qtd,palavras
FLUTES,318,"flaut 295,transvers 109,yamah 100,doc 85,sopr 50,german 42,barroc 33,bambu 18,yfl 18,niquel 16,prat 16,promoca 15,yr 15,mad 14,estoj 14,eagl 14,prate 13,contralt 11,japan 11,nov 11,cas 10,yrs 9,armstrong 8,bocal 8,afinaca 8,yrsg 8,fl 8,profiss 8,yra 7,nativ 7,americ 7,chav 7,chin 7,yrsb 7,cap 7,michael 7,ten 7,lind 6,instrument 6,slad 6,diz 6,jupit 6,in 6,infantil 5,japon 5,fret 5,gratil 5,prec 5,music 5,macic 5"
VEHICLE_CLUTCH_CABLES,428,"cab 425,embre 318,hond 61,ik 32,yamah 32,aceler 27,mot 25,sorett 24,suzuk 18,cb 18,vw 17,gol 17,ate 17,fan 17,brind 15,bro 14,cg 13,di 13,scher 13,gru 13,peugeot 11,tod 11,titan 11,sav 11,ybr 11,kasinsk 10,velocimetr 10,com 10,regul 10,fiat 10,trambul 9,ano 9,ford 9,komb 9,escort 9,frei 9,engat 9,motor 9,uno 9,twist 9,us 9,gs 8,ed 8,cbx 8,nxr 8,ei 8,nx 8,xtz 8,controlflex 8,voyag 8"
CAR_DOOR_HINGES,407,"port 363,dobrad 203,diant 146,limit 139,tras 120,direit 102,esquerd 93,par 46,pin 44,superi 31,esq 29,lad 26,dir 24,inferi 22,vw 21,sup 21,batent 20,inf 19,tra 18,pali 16,fiat 16,tr 15,gol 14,ford 13,renault 13,toyot 12,hond 12,hyund 12,apo 11,gui 11,parat 11,coroll 10,nissan 9,hilux 9,peugeot 9,cap 9,gm 9,later 9,ld 9,pt 9,civic 8,pec 8,buch 8,komb 8,kia 8,pajer 7,sander 7,le 7,citroen 7,sportag 7"
CAMERA_CHARGERS,383,"carreg 363,bat 186,sony 94,cam 66,np 63,canon 60,film 44,gr 35,digit 33,panasonic 30,dsc 29,font 28,bc 28,nikon 27,jvc 22,dmc 22,dcr 21,dupl 20,olympu 19,ccd 19,her 19,cb 18,nb 18,usb 17,ac 17,gopr 16,li 16,mh 14,ti 14,el 13,lp 13,trv 13,en 12,sr 12,hdr 12,cab 11,bp 11,fujifilm 11,fz 11,sc 10,lc 10,dmw 9,samsung 9,dvd 8,fh 8,sx 7,du 7,fw 7,bn 7,tr 6"
PROTECTION_NETS,456,"red 398,proteca 310,tel 163,branc 71,m2 67,janel 61,cord 58,complet 37,pret 35,metr 33,med 33,cor 32,ate 29,varand 28,malh 25,polietilen 22,mt 18,elas 18,crem 17,cam 17,soment 15,sac 13,lon 12,ganch 11,crianc 11,prote 9,buch 9,xcm 9,seguranc 8,piscin 8,redes 8,rede 8,kit 8,gratil 8,passar 8,gat 7,janelasac 7,fret 7,port 6,anti 6,pc 6,pul 6,apart 5,micr 5,instalaca 5,nylon 5,mosquit 5,contr 5,passarinh 5,impermea 4"
INTERCOOLER_HOSES,397,"mangu 317,intercool 110,radi 103,superi 40,inferi 40,turbin 37,silicon 30,ar 30,agu 27,tub 27,ivepart 23,vw 23,ivec 22,mangot 18,reservatori 18,motor 18,respir 17,aud 17,jahu 16,gm 16,mang 15,ja 15,turb 14,daily 14,pressurizaca 14,ford 13,ole 12,bomb 12,ducat 11,ret 10,poleg 10,can 10,tod 9,rang 9,gol 9,pol 9,xmm 8,ate 8,fiat 8,ano 8,entr 8,cors 8,filtr 8,escort 8,said 8,aquec 8,tsi 8,volkswagen 8,citroen 7,diesel 7"
WHEELS_BEARINGS,522,"rol 494,rod 341,diant 242,tras 126,corre 49,tens 40,ab 39,gol 33,skf 32,altern 29,ate 26,eix 24,par 21,di 20,parat 20,merced 20,dent 19,peugeot 19,aud 19,vw 17,pol 17,bmw 15,kit 13,xx 13,fag 13,voyag 12,ap 12,fiat 12,tra 11,ford 11,kia 11,fiest 11,citroen 10,xs 10,cors 10,sav 10,ducat 9,pali 9,cambi 9,apo 9,celt 9,hilux 8,chevrolet 8,tr 8,cli 8,motor 8,civic 8,toyot 8,logan 8,komb 8"
TOILET_RUGS,456,"banh 345,tapet 277,jog 233,pec 159,croch 85,pis 51,pc 45,antiderrap 39,xcm 25,toalh 24,coruj 22,box 19,algoda 19,peluc 18,bord 16,cor 16,co 15,atoalh 14,jolitex 14,cinz 13,estr 11,felpud 11,soft 11,promoca 10,fl 10,format 10,quart 10,pe 10,atac 9,emborrach 9,microfibr 9,conjunt 8,classic 8,lis 8,plas 8,tulip 8,royal 8,lux 8,verd 8,lind 7,decor 7,artesan 7,margar 7,niazitex 7,barb 7,borbolet 6,infantil 6,beg 6,marrom 6,plac 6"
MOTORCYCLE_STARTER_MOTORS,371,"motor 334,part 236,arranqu 193,hond 50,yamah 44,escov 32,titan 29,magnetron 28,cg 24,biz 24,faz 23,suzuk 21,cb 20,fan 18,cbx 16,intrud 14,dafr 14,bro 14,land 14,xr 13,xtz 13,ten 12,sundown 12,mot 12,rel 11,fac 11,ye 10,burgman 10,cbr 10,crypton 10,ybr 10,str 9,torn 9,cross 9,kawasak 9,model 8,ano 8,xt 8,complet 8,stx 7,speed 7,ate 7,carcac 7,nxr 7,ninj 7,nx 7,web 6,cc 6,suport 6,plac 6"
CV_JOINTS,495,"homocine 426,junt 346,rod 65,lad 64,ab 40,pont 35,gol 33,desliz 31,tulip 25,fiat 25,par 22,cambi 19,aud 18,cors 18,cofap 18,escort 17,vw 17,fox 16,njh 15,celt 15,gm 15,direit 14,parat 14,pali 14,prism 14,nakat 14,hidraul 13,ford 13,esquerd 13,peugeot 13,motor 12,ver 12,automa 12,ate 12,man 12,kjh 12,voyag 12,uno 11,sav 11,fir 11,str 11,ld 11,civic 10,sant 10,cobalt 10,focu 10,sien 10,hyund 9,passat 9,ano 9"
ENGINE_VALVES_SPRING_RETAINERS,359,"reten 306,valvul 296,com 84,jog 49,bmw 36,hast 29,ved 28,aud 25,motor 21,merced 18,eix 18,escap 16,junt 15,virabrequim 14,vw 13,fiat 13,adm 12,volv 12,peugeot 12,pol 12,mitsubish 11,sab 10,tfs 10,admissa 9,pajer 9,pali 8,hyund 8,hond 8,gm 8,front 8,gol 8,hilux 8,jg 8,tamp 7,tras 7,turb 7,renault 7,cl 7,toyot 7,civic 7,omeg 6,esc 6,citroen 6,golf 6,passat 6,coroll 6,zetec 6,rvt 6,uno 6,inferi 6"
CRANKSHAFTS,462,"virabrequim 429,motor 79,std 71,eix 41,ford 32,stand 30,hyund 28,manc 25,fiat 25,fiest 22,hond 20,gol 19,vw 18,new 17,gm 15,flex 14,civic 13,kia 13,renault 13,zetec 13,pali 11,bmw 11,mitsubish 11,peugeot 11,biel 11,gasolin 10,sant 10,ap 10,turb 10,cilindr 10,flang 10,fox 9,med 9,fit 9,citroen 9,ivepart 9,ecosport 9,fir 8,focu 8,parat 8,valvul 8,pista 8,us 8,ka 8,hb 8,golf 8,cli 7,cruz 7,cc 7,uno 7"
CACHACAS,402,"cachac 357,our 61,artesan 51,min 46,prat 34,carvalh 29,ano 29,garraf 26,litr 22,premium 21,pedr 16,fret 15,alambiqu 15,ml 15,gratil 15,val 14,sab 14,barril 13,envelhec 13,banan 12,aguard 11,can 11,extr 11,verd 11,engenh 10,reserv 10,tonel 10,jambu 10,salin 9,mel 9,velh 8,web 8,hau 8,tradic 8,ping 8,comb 7,sant 7,jequitib 7,caix 7,pres 6,caip 6,branc 6,canastr 6,ambur 6,cab 6,ypioc 6,coquetel 6,corot 6,canel 6,sao 6"
ELECTRIC_DRILLS,449,"furad 433,impact 312,bosch 58,makit 51,deck 42,malet 38,gsb 33,dewalt 31,reversi 31,re 29,mond 27,broc 23,skil 21,profiss 21,vond 21,hp 20,gamm 20,pol 19,mandril 17,fiv 15,volt 14,dwd 13,watt 13,tramontin 13,eletr 13,veloc 12,fi 12,vvr 12,parafus 11,stanley 11,poleg 11,tb 11,industr 9,acessori 8,mg 8,br 8,nf 8,gsbr 8,philc 7,alt 7,hpk 7,and 7,einhell 7,fur 7,fret 7,gratil 7,varia 6,rpm 6,rev 6,hobby 6"
BATTERY_CHARGERS,367,"pilh 319,carreg 304,aa 149,bat 120,mah 87,recarrega 83,aaa 79,sony 58,mox 47,bivolt 45,flex 31,univers 21,rec 21,dupl 16,recarreg 14,rontek 13,mo 12,fx 11,cb 11,rap 11,cp 11,nitecor 10,intelig 10,lantern 9,tip 9,knup 9,multilas 9,vap 9,energy 8,usb 7,cra 7,fret 7,gratil 7,bcg 7,jw 6,elgin 5,bing 5,palit 5,vaporiz 5,entreg 5,lacr 5,cycl 5,eneloop 5,juic 5,rayovac 5,smok 5,envi 5,lii 5,barat 4,promoca 4"
TOOTHPASTES,380,"dent 353,crem 236,gel 78,glist 50,past 48,flu 48,whit 47,colgat 43,pro 37,amway 36,hinod 30,natur 27,clare 26,bucal 23,carva 21,oral 21,ativ 19,gr 19,branque 19,ment 17,forev 16,un 16,fixodent 15,infantil 14,fix 14,sensitiv 13,up 13,bright 13,dentad 13,promoca 12,sorris 12,unid 12,action 12,gram 11,escov 11,clos 10,alo 10,total 10,sab 10,vegan 9,multi 9,import 9,fresh 9,hortel 9,organ 8,crest 8,ver 8,aca 8,ultr 8,fret 8"
GPS,394,"gp 339,automo 131,tv 119,tel 110,voz 82,garmin 80,naveg 79,multilas 76,digit 70,touch 66,fm 48,cam 33,track 31,rastre 24,re 23,etrex 20,discovery 17,ofert 17,map 16,aquar 16,mot 15,bluetooth 15,channel 15,portatil 15,carr 13,iii 12,son 12,tomtom 11,poleg 11,foston 10,nuv 10,gb 9,gsm 9,gratil 9,prov 8,fret 8,veicul 8,mp 8,fs 7,radi 7,motor 7,nau 7,slim 7,atual 7,rad 7,pol 7,suport 7,strik 6,transduc 6,pop 6"
HAND_POLISHERS,368,"politriz 193,pol 80,poli 61,lixad 58,angul 34,profiss 30,automo 30,orbit 28,boin 27,poleg 19,rpm 19,rot 17,mass 15,deck 14,produt 14,compost 13,vonixx 13,lustr 13,cort 12,makit 12,limp 12,client 11,val 11,tool 11,dewalt 11,menzern 11,metal 11,aut 11,megui 10,veloc 10,rod 10,premium 10,brilh 10,skil 10,polish 10,cut 9,watt 9,umid 9,liqu 9,promoca 9,bosch 9,malet 8,dwt 8,lincoln 8,cer 8,esmerilh 8,vond 7,dwpx 7,stanley 7,inox 7"
CD_AND_DVD_PLAYERS,438,"dvd 376,play 144,cd 90,usb 69,grav 63,notebook 63,leit 59,karaok 45,lg 36,aparelh 33,sony 33,driv 31,control 25,samsung 25,philip 24,dvp 21,sat 19,model 19,us 19,hdm 18,gam 17,hp 17,entr 16,mp 14,blu 14,dv 14,ac 13,bivolt 13,philc 13,pione 13,mond 13,ray 13,gradi 12,defeit 12,rom 11,rw 10,plac 10,microfon 10,asp 9,lenoxx 9,dell 9,lei 9,ide 9,extern 9,multilas 9,funcion 9,perfeit 8,pec 8,anunci 8,dp 7"
GUN_HOLSTERS,366,"coldr 320,polimer 85,pt 84,destr 73,pistol 63,vel 61,port 51,tauru 48,glock 44,belic 43,cint 43,canhot 41,kydex 41,carreg 38,tatic 37,neopren 28,univers 28,md 24,pern 23,milit 23,revolv 22,pro 19,imbel 19,intern 18,cour 17,fobu 16,poleg 16,so 14,sr 13,pass 13,tir 13,airsoft 12,arm 11,verd 11,panquec 10,coyot 10,nylon 9,dupl 9,uso 9,cia 9,marrom 8,paddl 8,cytac 8,rt 8,modul 8,cox 8,axil 8,hamm 8,invictu 8,slim 8"
CRIBS,369,"berc 336,cam 130,colcha 63,americ 60,movel 41,beb 32,comod 25,brilh 25,mad 24,provenc 23,baby 21,vir 20,mdf 19,sapat 19,qmov 18,branc 17,doc 17,infantil 15,acetin 15,rell 15,multifunc 14,retr 14,matic 11,padra 11,rodizi 11,macic 10,perob 10,quart 10,sonh 10,amor 10,quat 10,tek 9,carvalh 9,vend 8,carolin 8,capiton 8,minicam 8,maci 8,grad 7,troc 7,gavet 7,mag 7,berco 7,menin 7,us 6,mar 6,phisic 6,art 6,in 6,new 6"
TOILET_SEATS,499,"assent 410,sanitari 323,vas 123,tamp 100,louc 95,almofad 94,dec 54,oval 54,astr 52,incep 49,poliest 47,cinz 46,celit 38,soft 35,clos 35,termofix 31,banh 28,icas 25,beg 25,them 24,tupan 24,convenc 23,plu 22,sabatin 22,biscuit 20,plas 18,bac 18,elev 16,polipropilen 15,decor 15,pp 15,herc 13,priv 13,etn 12,ideal 12,dobrad 12,inox 12,infantil 12,clar 12,resin 11,idos 11,mont 11,parafus 11,mdf 11,caramel 11,standard 10,aco 10,laque 10,lis 9,verd 9"
SOFA_AND_FUTON_COVERS,391,"sof 362,lug 305,cap 231,prote 229,fac 59,dupl 52,cortin 45,elas 42,malh 36,king 34,impermea 32,jog 29,retratil 23,lac 23,cor 23,tabac 22,poltr 20,promoca 19,manu 18,mt 17,matel 16,caqu 16,barat 15,var 15,elastic 14,gel 14,estamp 14,sal 13,avuls 12,microfibr 12,assent 12,metr 12,cant 12,marrom 11,caqui 10,vermelh 9,pret 9,cinz 9,isa 9,modul 9,brac 9,avel 9,med 8,fret 8,beg 8,dupla 8,verd 8,almof 8,premium 8,gratil 7"
ENGINE_COOLING_FAN_MOTORS,368,"motor 248,vent 145,ventil 108,ar 101,radi 92,intern 32,forc 31,eletroventil 29,hond 25,defle 23,gol 22,condicion 19,helic 19,peugeot 18,gm 18,modul 18,caix 17,ford 17,pali 16,renault 15,cod 15,eletr 15,fiat 15,civic 15,citroen 14,ab 14,cors 14,golf 13,vw 13,new 11,fit 11,uno 10,fiest 10,pol 9,fox 9,sien 8,ventilaca 8,sav 8,resistenc 8,onix 7,sander 7,crv 7,di 6,str 6,parat 6,celt 6,picass 5,prism 5,ka 5,xs 5"
PANTS,575,"calc 541,je 239,feminin 142,masculin 138,skinny 78,cint 53,lycr 48,alt 48,moletom 42,fl 40,slim 36,plu 28,siz 28,promoca 28,sarj 27,jogg 25,legging 25,atac 23,pant 23,bols 22,infantil 22,pit 21,soc 20,ref 20,cor 19,bumbum 19,lanc 19,tamanh 19,bull 18,menin 17,co 17,fret 16,estamp 15,tam 15,carg 15,cigarret 15,pret 14,levant 14,camufl 14,rasg 14,elas 14,marc 14,moleton 14,gratil 13,top 13,destroyed 12,roup 12,sup 12,beb 11,elast 11"
BABY_CAR_SEATS,524,"cade 371,beb 216,carr 152,aut 136,confort 135,burigott 53,infantil 51,baby 46,reclina 45,assent 43,kg 38,chicc 33,ate 29,cinz 29,galzer 28,automo 27,bas 24,evolution 23,isofix 22,safety 22,bb 21,tutt 20,kidd 19,multikid 18,crianc 18,touring 17,grac 17,pret 16,infant 16,matrix 15,vermelh 15,max 15,disney 15,cosm 15,elevaca 14,cos 14,pric 14,red 14,sp 13,fish 13,styl 13,encost 12,grafit 12,comfort 12,proteg 11,pereg 11,fix 11,st 11,peg 10,cosc 10"
CAR_AC_HOSE_ASSEMBLIES,449,"ar 397,mangu 314,condicion 299,corre 62,compres 46,can 39,bmw 34,quent 26,tub 26,dut 25,fiat 21,evapor 19,gm 19,hond 18,gol 17,ford 16,renault 15,hyund 15,cors 12,volv 12,peugeot 12,fox 12,sander 12,vw 11,pali 11,aud 10,sav 10,civic 10,cond 10,entr 9,caix 9,sec 9,toyot 9,kia 8,logan 8,orig 8,citroen 7,sant 7,celt 7,hb 7,new 7,filtr 7,coroll 7,pol 7,nov 6,turb 6,fe 6,pajer 6,prism 6,merced 6"
STRAWS,361,"canud 369,inox 123,escov 96,reutiliza 85,papel 62,aco 53,ecolog 46,curv 45,ret 37,limp 37,fest 33,drink 31,biodegrada 28,metal 22,flexi 16,color 16,frut 15,unid 15,pec 14,port 14,un 14,enfeit 14,chuv 13,format 13,sustenta 12,guard 12,atac 12,shak 12,embal 11,pacot 11,camurc 11,eco 10,dobra 10,milk 9,listr 8,bols 8,uni 8,cop 8,silicon 7,decor 7,plas 7,bambu 6,inoxida 6,promoca 6,vidr 6,decoraca 6,ocul 6,verd 6,sombr 5,lis 5"
GYM_GLOVES,305,"luv 225,musculaca 115,academ 89,par 36,crossfit 35,fitnes 34,palm 32,munhec 31,pux 27,neopren 26,tamanh 25,tam 22,prote 22,trein 21,pret 17,rudel 17,tornozel 15,pes 15,muvin 13,espor 12,canel 12,hidrolight 12,bik 11,cintura 11,cros 10,feminin 10,gratil 10,lva 10,eva 10,cinz 10,tricep 9,cord 9,fit 9,fret 9,masculin 9,cour 9,mei 8,ov 8,profiss 8,nik 8,training 8,pink 8,poleg 8,sport 8,cor 8,flex 7,estamp 7,glute 7,crossov 7,cal 7"
CAR_ENGINE_CAMSHAFT_SENSORS,362,"sensor 310,fas 128,posica 98,merced 72,com 63,virabrequim 53,aud 34,borbolet 21,bmw 15,hall 14,turb 14,oem 14,march 14,valvul 12,pi 12,fiat 11,chicot 11,gm 11,pressa 11,ford 11,golf 10,sport 10,amg 10,ka 10,passat 9,esquerd 9,fiest 9,cil 9,chrysl 9,vw 9,tt 8,cv 8,jeep 8,bosch 8,cgi 8,atu 8,genuin 8,po 8,ga 8,ger 8,impuls 8,hond 8,pin 8,rang 8,dodg 7,plug 7,conec 7,hyund 7,cambot 7,flex 7"
KITCHEN_RANGE_HOODS,343,"coif 231,inox 152,pared 142,depur 97,vidr 90,slim 59,tramontin 43,curv 41,sugg 38,ar 36,electrolux 34,fisch 33,boc 33,ilh 31,fogatt 30,vetr 28,aco 27,new 27,nardell 20,gourmet 17,cadenc 17,dut 15,brastemp 13,touch 11,volt 11,talent 10,veloc 10,philc 8,ret 8,falmec 8,exaus 7,cooktop 7,tradition 7,filtr 7,dex 7,biturb 7,colormaq 7,isl 7,safanell 6,compact 6,foga 6,retangul 6,ct 6,consul 6,deb 6,cfa 6,plu 5,cm 5,cvc 5,dritt 5"
EROTIC_COSTUMES,344,"fantas 245,sexy 120,piment 73,sens 56,ero 53,mulh 40,feminin 32,sapek 22,lingeri 21,polic 19,sex 19,body 18,unic 17,chapeu 15,plu 15,masculin 14,shop 14,sexshop 13,tamanh 13,siz 12,coleg 11,algoda 11,kent 11,hom 10,bon 10,dou 10,gat 10,bomb 9,praz 9,medic 9,conjunt 9,lov 9,calc 8,facil 8,gorr 8,brind 8,rend 8,hot 8,salv 8,marinh 8,complet 7,enferm 7,empreg 7,amaret 7,sol 7,odalisc 7,vid 7,lux 7,mod 6,garot 6"
PADLOCKS,334,"cade 319,pad 77,segred 71,chav 65,lata 44,papaiz 31,tr 28,lock 25,tetr 24,mal 23,st 23,port 21,mm 20,aco 19,pec 18,hast 18,seguranc 17,caix 16,tsa 16,biciclet 15,mot 15,gold 15,lt 14,macic 14,long 13,armari 12,sm 11,alarm 11,bik 9,onguard 9,col 9,cr 9,viag 8,mochil 8,resist 8,reforc 7,pc 7,porta 7,cartel 7,crom 6,ant 6,furt 6,promoca 6,vond 6,vidr 6,verd 6,cor 5,mesm 5,senh 5,fret 5"
DRIED_FRUITS,348,"castanh 172,caju 125,torr 62,desidrat 44,sal 39,amendo 38,int 36,promoca 33,ped 29,sec 26,fret 23,gratil 23,band 22,granel 22,frut 22,casc 21,espec 21,premium 20,cru 18,mix 18,natur 16,confeit 16,brind 14,gr 12,po 12,pass 11,acuc 10,ass 10,vacu 10,caramel 10,safr 10,salg 10,noz 9,quebr 9,uva 9,damasc 9,ameix 8,fl 8,coc 7,caroc 7,import 7,qual 7,kg 7,banan 6,cranberry 6,cha 6,mac 6,pot 6,med 6,prec 5"
DOG_CARRIERS_AND_CARRYING_BAGS,307,"transport 229,caix 135,gat 127,pet 118,bols 113,cae 110,cachorr 78,cao 23,carr 21,mochil 21,passei 21,panth 19,lux 19,pequen 16,canguru 16,avia 15,vermelh 14,aere 13,furaca 13,ate 12,animal 12,sao 11,plast 11,cas 11,tam 10,cade 9,assent 8,port 8,ndeg 8,cor 8,pret 7,tamanh 7,grand 7,rod 7,cap 7,banc 7,tublin 6,nylon 6,promoca 6,kennel 6,fret 6,prote 6,gulliv 5,atl 5,rac 5,ca 5,cinz 5,gratil 5,cia 5,dobra 5"
PUSH_AND_RIDING_TOYS,346,"carr 164,infantil 61,brinqued 52,passei 47,car 35,caminha 32,veicul 30,bandeir 27,pedal 27,beb 24,gir 21,baby 18,menin 17,som 15,smart 15,calesit 15,homeplay 15,eletr 15,luz 14,truck 14,toy 14,sup 12,amarel 10,empurr 10,kid 10,dtc 10,quadricicl 9,wheel 9,control 9,ano 9,magic 9,mad 8,patrulh 8,hot 8,crianc 8,and 8,pass 8,pist 7,tra 7,tricicl 7,canin 7,rac 7,mot 7,big 7,formul 7,camar 7,polic 7,unidad 6,fricca 6,prodeck 6"
CAR_INTERCOOLERS,308,"radi 174,intercool 164,ar 37,diesel 35,ivec 29,ivepart 29,motor 22,turb 20,merced 18,cv 18,agu 17,benz 14,eurocarg 12,aud 12,ford 12,tec 11,flex 11,gasolin 10,bmw 10,ano 10,mercedes 10,acopl 9,helic 9,uno 9,mbb 9,cors 9,scan 9,vw 8,gol 8,daily 7,hilux 7,rang 7,ate 7,rad 6,volv 6,complet 6,renault 6,mast 6,passat 6,refrigeraca 6,pali 5,hatch 5,new 5,sport 5,int 5,caminha 5,peugeot 5,ap 5,cumm 5,carg 5"
POWER_STEERING_HOSES,386,"direca 309,hidraul 282,mangu 219,pressa 63,caix 44,retorn 35,coif 32,tub 25,corre 24,sensor 21,gm 19,ivec 19,daily 19,ivepart 18,fox 16,gol 16,aud 16,bomb 15,can 14,vw 13,ford 13,vectr 12,bmw 12,fiat 12,par 12,flexi 11,civic 11,pali 11,hidr 11,repar 10,sant 9,hond 9,cx 9,celt 8,suport 8,reservatori 8,prism 8,onix 8,alimentaca 7,cors 7,serpentin 7,astr 7,pol 7,fiest 7,peugeot 7,mb 6,sander 6,sav 6,citroen 6,escort 6"
TOOTHBRUSHES,389,"escov 335,dent 311,eletr 80,oral 58,infantil 52,mac 48,curaprox 27,soft 24,colgat 23,refil 19,ultr 19,sonic 17,med 16,bambu 16,pc 15,whit 14,lev 13,ecolog 13,limp 13,pag 11,crianc 11,adult 11,cerd 11,clean 11,cor 10,viag 10,lot 10,powerdent 10,cond 10,crem 10,un 9,atac 9,esc 8,kes 8,higien 8,vegan 8,cabec 8,multilas 7,hc 7,caix 7,cas 7,slim 7,estoj 7,plu 7,pro 7,unid 6,extr 6,model 6,bucal 6,cab 6"
DESKTOP_COMPUTER_CASES,444,"gabinet 408,gam 167,font 76,tow 65,led 61,mid 57,corsa 52,atx 50,cool 46,usb 38,rgb 32,bai 31,bg 28,pc 27,vidr 26,pcy 22,mast 22,thermaltak 21,aerocool 21,fan 21,acril 20,seri 20,ca 20,cc 19,cor 19,bluecas 19,janel 18,ww 18,carbid 18,spec 16,fam 16,later 15,gb 15,window 14,jur 14,full 14,en 13,vx 13,gratil 13,temper 13,itx 12,vers 12,barat 12,mt 12,comput 11,preto 11,cpu 9,serv 9,gaming 9,fret 9"
SCOOTERS,406,"patinet 330,rod 169,infantil 147,eletr 79,scoot 72,luz 59,menin 48,bandeir 31,music 29,cest 26,dobra 24,frozen 22,skatenet 22,led 21,toy 18,foston 16,xiaom 16,carr 16,frei 16,ate 15,motor 14,max 14,ving 13,walk 13,radic 13,machin 12,som 12,atri 12,crianc 12,alumini 11,promoca 11,aranh 10,fret 10,dtc 10,feminin 9,ajusta 9,mor 9,skat 9,hom 9,tricicl 9,tre 8,sup 8,brind 8,es 8,fs 8,magic 7,smart 7,brinqued 7,princes 7,sport 7"
MICROCONTROLLERS,321,"control 48,pi 37,sol 33,microcontrol 32,usb 26,cas 26,pic 25,carg 23,font 20,arduin 19,cab 19,raspberry 19,person 18,sensor 18,pront 17,entreg 17,picf 15,pwm 13,painel 13,modul 12,orang 11,envi 11,dip 11,pec 11,esp 11,pc 10,micr 10,microchip 10,driv 10,motor 10,gb 10,pont 9,eic 8,model 8,lcd 8,wif 8,protoboard 7,inver 7,rap 7,agu 7,pass 7,led 7,gam 7,bat 7,digit 7,inv 6,shield 6,tecl 6,mb 6,mhz 6"
